-7.036290131509304047e-03,1.895339228212833405e-02,1.959520578384399414e-01,4.909084250215300926e-11,-1.189238707510753557e-09,2.920491993427276611e-01,9.992669447456137277e-08,-1.165202045960711530e-09,-5.321455001831054688e-01
-7.036290131509304047e-03,1.895339228212833405e-02,1.988752633333206177e-01,5.054916554780852778e-11,-1.243531722039392662e-09,2.992329001426696777e-01,1.023853926085394050e-07,-1.184711218016332168e-09,-5.452349781990051270e-01
-7.036290131509304047e-03,1.895339228212833405e-02,2.018672227859497070e-01,5.203214595295158063e-11,-1.299629626139164884e-09,3.064259290695190430e-01,1.048869933129026322e-07,-1.202130395228095949e-09,-5.583413243293762207e-01
-7.036290131509304047e-03,1.895339228212833405e-02,2.049291133880615234e-01,5.354091822673545664e-11,-1.357593704121029532e-09,3.136270344257354736e-01,1.074331024142338720e-07,-1.217368761352588535e-09,-5.714626312255859375e-01
-7.036290131509304047e-03,1.895339228212833405e-02,2.080633938312530518e-01,5.507729342046907561e-11,-1.417512884849259081e-09,3.208379745483398438e-01,1.100263986586469400e-07,-1.230334389923370964e-09,-5.846017599105834961e-01
-7.036290131509304047e-03,1.895339228212833405e-02,2.112720608711242676e-01,5.664291258256071160e-11,-1.479470324028397954e-09,3.280589878559112549e-01,1.126691842046056991e-07,-1.240924363266060482e-09,-5.977590680122375488e-01
-7.036290131509304047e-03,1.895339228212833405e-02,2.145482897758483887e-01,5.823517362779639939e-11,-1.543379313240222928e-09,3.352707326412200928e-01,1.153566131506522652e-07,-1.249010894710522734e-09,-6.108999252319335938e-01
-7.036290131509304047e-03,1.895339228212833405e-02,2.178983688354492188e-01,5.985795192842147117e-11,-1.609407607183754862e-09,3.424834311008453369e-01,1.180945616852113744e-07,-1.254499615299664583e-09,-6.240420937538146973e-01
-7.036290131509304047e-03,1.895339228212833405e-02,2.213423848152160645e-01,6.152178072538205811e-11,-1.678007621741528510e-09,3.497346341609954834e-01,1.209001538882148452e-07,-1.257282389310887538e-09,-6.372546553611755371e-01
-7.036290131509304047e-03,1.895339228212833405e-02,2.248094677925109863e-01,6.319342965577234850e-11,-1.747808453522736727e-09,3.568732738494873047e-01,1.237165605516565847e-07,-1.257217663308551892e-09,-6.502620577812194824e-01
-7.036290131509304047e-03,1.895339228212833405e-02,2.283722311258316040e-01,6.490892545674142866e-11,-1.820314787792653988e-09,3.640469312667846680e-01,1.266037088498705998e-07,-1.254218506829829494e-09,-6.633331775665283203e-01
-7.036290131509304047e-03,1.895339228212833405e-02,2.320043742656707764e-01,6.665668711436367744e-11,-1.895051449096740726e-09,3.711974024772644043e-01,1.295411209412122844e-07,-1.248158576494518002e-09,-6.763620376586914062e-01
-7.036290131509304047e-03,1.895339228212833405e-02,2.358832061290740967e-01,6.852320794115129843e-11,-1.975781760421568833e-09,3.786587715148925781e-01,1.326727954165107803e-07,-1.238402158598717051e-09,-6.899574995040893555e-01
-7.036290131509304047e-03,1.895339228212833405e-02,2.394822090864181519e-01,7.025630771595459123e-11,-2.051541603265150115e-09,3.854261338710784912e-01,1.355748793230304727e-07,-1.226365342610336029e-09,-7.022883892059326172e-01
-7.036290131509304047e-03,1.895339228212833405e-02,2.433266937732696533e-01,7.211010955021635027e-11,-2.133381471480788605e-09,3.924952149391174316e-01,1.386721066864993190e-07,-1.210382127858622425e-09,-7.151689529418945312e-01
-7.036290131509304047e-03,1.895339228212833405e-02,2.472393363714218140e-01,7.400071527774443325e-11,-2.217648065183652761e-09,3.995258510112762451e-01,1.418225394900218816e-07,-1.190847753740342796e-09,-7.279794216156005859e-01
-7.036290131509304047e-03,1.895339228212833405e-02,2.512220144271850586e-01,7.593047024467836081e-11,-2.304440638312144074e-09,4.065182209014892578e-01,1.450287498983016121e-07,-1.167622554198999296e-09,-7.407204508781433105e-01
-7.036290131509304047e-03,1.895339228212833405e-02,2.552767395973205566e-01,7.790193490286867473e-11,-2.393865994321231483e-09,4.134728312492370605e-01,1.482933953411702532e-07,-1.140552874367983804e-09,-7.533923983573913574e-01
-7.036290131509304047e-03,1.895339228212833405e-02,2.593968212604522705e-01,7.991347861224795679e-11,-2.485837757859599151e-09,4.203749001026153564e-01,1.516122267730679596e-07,-1.109547009825462283e-09,-7.659686207771301270e-01
-7.036290131509304047e-03,1.895339228212833405e-02,2.635824084281921387e-01,8.196689160744341507e-11,-2.580423652531749212e-09,4.272221624851226807e-01,1.549865089600643842e-07,-1.074468514161708299e-09,-7.784453630447387695e-01
-7.036290131509304047e-03,1.895339228212833405e-02,2.678378224372863770e-01,8.406614293576808450e-11,-2.677786214988486790e-09,4.340190887451171875e-01,1.584208604299419676e-07,-1.035137531246732578e-09,-7.908298373222351074e-01
-7.036290131509304047e-03,1.895339228212833405e-02,2.721601426601409912e-01,8.621166280864400733e-11,-2.777927443631256210e-09,4.407577812671661377e-01,1.619141443143234937e-07,-9.914294940571721781e-10,-8.031084537506103516e-01
-7.036290131509304047e-03,1.895339228212833405e-02,2.765504419803619385e-01,8.840603943349734095e-11,-2.880942151506360460e-09,4.474372565746307373e-01,1.654684780305615277e-07,-9.431799785630801125e-10,-8.152793645858764648e-01
-7.036290131509304047e-03,1.895339228212833405e-02,2.810021042823791504e-01,9.064802380942538207e-11,-2.986745961663928028e-09,4.540451467037200928e-01,1.690797546416433761e-07,-8.903108805746740018e-10,-8.273193836212158203e-01
-7.036290131509304047e-03,1.895339228212833405e-02,2.855275273323059082e-01,9.294606750920308968e-11,-3.095705913835899992e-09,4.605966210365295410e-01,1.727592575662129093e-07,-8.325110600893026458e-10,-8.392571806907653809e-01
-7.036290131509304047e-03,1.895339228212833405e-02,2.901076078414916992e-01,9.529275979414109088e-11,-3.207438536989570821e-09,4.670619070529937744e-01,1.764927759495549253e-07,-7.698600645866804371e-10,-8.510375618934631348e-01
-7.036290131509304047e-03,1.895339228212833405e-02,2.947538495063781738e-01,9.769635100909113135e-11,-3.322296660002166391e-09,4.734551608562469482e-01,1.802910958303982625e-07,-7.020507508670448260e-10,-8.626867532730102539e-01
-7.036290131509304047e-03,1.895339228212833405e-02,2.994628846645355225e-01,1.001575905545948331e-10,-3.440275841981588201e-09,4.797692298889160156e-01,1.841526966472883942e-07,-6.289530007919097443e-10,-8.741914629936218262e-01
-7.036290131509304047e-03,1.895339228212833405e-02,3.042412698268890381e-01,1.026826124128632500e-10,-3.561625439019167061e-09,4.860101044178009033e-01,1.880844138213433325e-07,-5.502825972669711518e-10,-8.855631947517395020e-01
-7.036290131509304047e-03,1.895339228212833405e-02,3.090679049491882324e-01,1.052628123554555373e-10,-3.685885818782708157e-09,4.921481907367706299e-01,1.920701748758801841e-07,-4.662196739779744803e-10,-8.967474102973937988e-01
-7.036290131509304047e-03,1.895339228212833405e-02,3.139641582965850830e-01,1.079124914427076476e-10,-3.813690696574667527e-09,4.982089698314666748e-01,1.961291786756191868e-07,-3.762155309505743617e-10,-9.077908992767333984e-01
-7.036290131509304047e-03,1.895339041948318481e-02,3.189160227775573730e-01,1.106270214323856749e-10,-3.944763182772703658e-09,5.041725039482116699e-01,2.002511649834559648e-07,-2.803302034948274013e-10,-9.186570048332214355e-01
-7.036290131509304047e-03,1.895339041948318481e-02,3.239302337169647217e-01,1.134131261126825052e-10,-4.079367066367467487e-09,5.100448727607727051e-01,2.044431681724745431e-07,-1.782484299051034782e-10,-9.293572306632995605e-01
-7.036290131509304047e-03,1.895339041948318481e-02,3.289941549301147461e-01,1.162668711307546232e-10,-4.217250992866183879e-09,5.158095359802246094e-01,2.086961359282213380e-07,-7.003906482561106372e-11,-9.398610591888427734e-01
-7.036290131509304047e-03,1.895339041948318481e-02,3.341204524040222168e-01,1.191986370718822741e-10,-4.358850613783715744e-09,5.214790701866149902e-01,2.130222043206231319e-07,4.476633300165566709e-11,-9.501915574073791504e-01
-7.036290131509304047e-03,1.895339041948318481e-02,3.393082916736602783e-01,1.222115325605344083e-10,-4.504242312464157294e-09,5.270498991012573242e-01,2.174221407358345459e-07,1.663659349171453528e-10,-9.603422880172729492e-01
-7.036290131509304047e-03,1.895339041948318481e-02,3.445782065391540527e-01,1.253214337859631655e-10,-4.654115315361195826e-09,5.325408577919006348e-01,2.219151440385758178e-07,2.955020395045693249e-10,-9.703472256660461426e-01
-7.036290131509304047e-03,1.895339041948318481e-02,3.498282730579376221e-01,1.284712058957637737e-10,-4.805642994654135691e-09,5.378460288047790527e-01,2.264156080400425708e-07,4.298170430683256882e-10,-9.800136089324951172e-01
